holdout_control,holdout_endo,holdout_exo,triplet_seed,center,cfg_tag,base_cfg_path,generated_cfg_path,run_id,run_dir,n_holdout_rows
mk3,mend2a,mexo2a,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_042616_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042616_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,34
mk3,mend2a,mexo2a,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_042723_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042723_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,34
mk3,mend2b,mexo2a,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_042745_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042745_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,34
mk3,mend2b,mexo2a,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_042805_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042805_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,34
mk3,mend2b,mexo2a,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_042822_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042822_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,34
mk3,mend2b,mexo2a,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_042838_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042838_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,34
mk3,mend2b,mexo2a,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_042923_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042923_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,34
mk3,mend2b,mexo2a,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_043020_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043020_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,34
mk3,mend2b,mexo2a,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_043111_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043111_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,34
mk3,mend2b,mexo2a,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_043158_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043158_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2b__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,34
mk3,mend3,mexo2b,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_043220_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043220_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500,28
mk3,mend3,mexo2b,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_043250_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043250_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500,28
mk3,mend3,mexo2b,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_043307_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043307_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,28
mk3,mend3,mexo2b,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_043325_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043325_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend3,mexo2b,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_043415_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043415_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend3,mexo2b,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_043515_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043515_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend3,mexo2b,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_043623_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043623_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend3,mexo2b,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_043729_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043729_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
mk3,mend3,mexo3,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_043754_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043754_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500,28
mk3,mend3,mexo3,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_043813_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043813_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500,28
mk3,mend3,mexo3,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_043832_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043832_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500,28
mk3,mend3,mexo3,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_043854_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043854_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend3,mexo3,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_043945_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_043945_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend3,mexo3,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_044043_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_044043_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend3,mexo3,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_044211_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_044211_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend3,mexo3,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_044303_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_044303_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
